name,family,pretax_cagr,aftertax_cagr,pretax_mdd,aftertax_mdd,is_aftertax_cagr,oos_aftertax_cagr,oos_retention,oos_pass,total_tax_paid_krw,turnover,rows,params_json,mdd_pass
baseline,baseline,0.4156743616862226,0.3859792803756308,-0.40467363761426745,-0.5343459511576858,0.4308985010729598,0.2936024227756351,0.6813725785644408,False,4216176717.128256,102.35,3673,,
A/coarse/0001,A,0.40078760536021774,0.3714208660192422,-0.3989359395495149,-0.5259206732311934,0.4109982415918467,0.2903995331683418,0.7065712301921018,True,3612409625.530177,113.9,3673,"{""dist200_enter"": 100.8, ""dist200_exit"": 99.8, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.1, ""tp10_cap"": 0.94, ""tp10_trigger"": 0.09, ""vol_threshold"": 0.058}",True
A/coarse/0002,A,0.40722002538801627,0.37774263421111365,-0.4031101306642578,-0.5305212222795836,0.4173975214577299,0.29656410596427785,0.7105075874158276,True,3859139117.639174,114.6,3673,"{""dist200_enter"": 100.8, ""dist200_exit"": 99.8, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.1, ""tp10_cap"": 0.96, ""tp10_trigger"": 0.09, ""vol_threshold"": 0.058}",True
A/coarse/0003,A,0.40036701606780656,0.371073065919862,-0.39907389087793976,-0.5260381524070864,0.4111988189142808,0.2888814915394988,0.7025348280480338,True,3589870095.33747,113.9,3673,"{""dist200_enter"": 100.8, ""dist200_exit"": 99.8, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.1, ""tp10_cap"": 0.94, ""tp10_trigger"": 0.11, ""vol_threshold"": 0.058}",True
A/coarse/0004,A,0.40693491990886743,0.377506484368886,-0.40320021968358755,-0.5305969098426473,0.41753010000178303,0.29554071610498456,0.7078309230968557,True,3842916095.1249933,114.6,3673,"{""dist200_enter"": 100.8, ""dist200_exit"": 99.8, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.1, ""tp10_cap"": 0.96, ""tp10_trigger"": 0.11, ""vol_threshold"": 0.058}",True
A/coarse/0005,A,0.3970040246582234,0.36772767652009697,-0.3989359395495149,-0.5259206732311934,0.4109982415918467,0.27885358579972763,0.6784787806383147,False,3471639381.142973,113.9,3673,"{""dist200_enter"": 100.8, ""dist200_exit"": 99.8, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.12, ""tp10_cap"": 0.94, ""tp10_trigger"": 0.09, ""vol_threshold"": 0.058}",True
A/coarse/0006,A,0.40325591613089196,0.37387230701793706,-0.4031101306642578,-0.5305212222795836,0.4173975214577299,0.2844639994150413,0.6815181806101097,False,3702514453.2810307,114.6,3673,"{""dist200_enter"": 100.8, ""dist200_exit"": 99.8, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.12, ""tp10_cap"": 0.96, ""tp10_trigger"": 0.09, ""vol_threshold"": 0.058}",True
A/coarse/0007,A,0.39658973299257894,0.36738592842851747,-0.39907389087793976,-0.5260381524070864,0.4111988189142808,0.2773650542005657,0.6745278474605387,False,3450154853.3545613,113.9,3673,"{""dist200_enter"": 100.8, ""dist200_exit"": 99.8, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.12, ""tp10_cap"": 0.94, ""tp10_trigger"": 0.11, ""vol_threshold"": 0.058}",True
A/coarse/0008,A,0.40297519144919103,0.3736403643742008,-0.40320021968358755,-0.5305969098426473,0.41753010000178303,0.2834611964475895,0.6789000276779542,False,3687080449.8693976,114.6,3673,"{""dist200_enter"": 100.8, ""dist200_exit"": 99.8, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.12, ""tp10_cap"": 0.96, ""tp10_trigger"": 0.11, ""vol_threshold"": 0.058}",True
A/coarse/0009,A,0.3997047713362636,0.3703638602553958,-0.3989359395495149,-0.5259206732311934,0.40945126795980635,0.29038522026032254,0.7092058151565624,True,3571592936.399575,115.69999999999999,3673,"{""dist200_enter"": 100.8, ""dist200_exit"": 100.0, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.1, ""tp10_cap"": 0.94, ""tp10_trigger"": 0.09, ""vol_threshold"": 0.058}",True
A/coarse/0010,A,0.40613131939265745,0.3766796440755278,-0.4031101306642578,-0.5305212222795836,0.4158416173798327,0.29655035920623773,0.7131329496907148,True,3815524550.54139,116.39999999999999,3673,"{""dist200_enter"": 100.8, ""dist200_exit"": 100.0, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.1, ""tp10_cap"": 0.96, ""tp10_trigger"": 0.09, ""vol_threshold"": 0.058}",True
A/coarse/0011,A,0.3992840767254897,0.37001592988464527,-0.39907389087793976,-0.5260381524070864,0.4096510362577481,0.28886720144879163,0.7051543286394604,True,3549288912.1699195,115.69999999999999,3673,"{""dist200_enter"": 100.8, ""dist200_exit"": 100.0, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.1, ""tp10_cap"": 0.94, ""tp10_trigger"": 0.11, ""vol_threshold"": 0.058}",True
A/coarse/0012,A,0.405846147218071,0.3764434097534879,-0.40320021968358755,-0.5305969098426473,0.4159736571488748,0.2955269819008328,0.71044638722174,True,3799471376.835527,116.39999999999999,3673,"{""dist200_enter"": 100.8, ""dist200_exit"": 100.0, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.1, ""tp10_cap"": 0.96, ""tp10_trigger"": 0.11, ""vol_threshold"": 0.058}",True
A/coarse/0013,A,0.3959241235886921,0.36667365023994636,-0.3989359395495149,-0.5259206732311934,0.40945126795980635,0.2788398157712244,0.6810085536201017,False,3432400756.9657874,115.69999999999999,3673,"{""dist200_enter"": 100.8, ""dist200_exit"": 100.0, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.12, ""tp10_cap"": 0.94, ""tp10_trigger"": 0.09, ""vol_threshold"": 0.058}",True
A/coarse/0014,A,0.40217028509035124,0.37281243238648565,-0.4031101306642578,-0.5305212222795836,0.4158416173798327,0.2844507843985504,0.6840363554538867,False,3660657108.2325387,116.39999999999999,3673,"{""dist200_enter"": 100.8, ""dist200_exit"": 100.0, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.12, ""tp10_cap"": 0.96, ""tp10_trigger"": 0.09, ""vol_threshold"": 0.058}",True
A/coarse/0015,A,0.39550972295383935,0.36633176905307074,-0.39907389087793976,-0.5260381524070864,0.4096510362577481,0.2773513086268158,0.6770428586254308,False,3411140530.259761,115.69999999999999,3673,"{""dist200_enter"": 100.8, ""dist200_exit"": 100.0, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.12, ""tp10_cap"": 0.94, ""tp10_trigger"": 0.11, ""vol_threshold"": 0.058}",True
A/coarse/0016,A,0.40188949116981454,0.37258040327573494,-0.40320021968358755,-0.5305969098426473,0.4159736571488748,0.2834479950946269,0.681408522446849,False,3645384562.0668826,116.39999999999999,3673,"{""dist200_enter"": 100.8, ""dist200_exit"": 100.0, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.12, ""tp10_cap"": 0.96, ""tp10_trigger"": 0.11, ""vol_threshold"": 0.058}",True
A/coarse/0017,A,0.4009301497720834,0.3715568435207641,-0.39893056653812176,-0.5260394490308589,0.4099571710949148,0.2930511286280624,0.7148335223540073,True,3618151483.9690533,112.1,3673,"{""dist200_enter"": 101.2, ""dist200_exit"": 99.8, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.1, ""tp10_cap"": 0.94, ""tp10_trigger"": 0.09, ""vol_threshold"": 0.058}",True
A/coarse/0018,A,0.4073646279299077,0.3778808570169345,-0.4031049406457873,-0.5306390964236523,0.4163518284851122,0.2992332325555158,0.7187028183454122,True,3865302091.165112,112.8,3673,"{""dist200_enter"": 101.2, ""dist200_exit"": 99.8, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.1, ""tp10_cap"": 0.96, ""tp10_trigger"": 0.09, ""vol_threshold"": 0.058}",True
A/coarse/0019,A,0.4005091758176964,0.37120868979889354,-0.3990685139132837,-0.5261557125337463,0.4101576940767375,0.2915287609796475,0.7107723814272874,True,3595562655.5713096,112.1,3673,"{""dist200_enter"": 101.2, ""dist200_exit"": 99.8, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.1, ""tp10_cap"": 0.94, ""tp10_trigger"": 0.11, ""vol_threshold"": 0.058}",True
A/coarse/0020,A,0.40707926612363443,0.37764447159171355,-0.40319502704016774,-0.5307139876938309,0.4164843698884124,0.29820693767677553,0.7160099135453111,True,3849043583.9540453,112.8,3673,"{""dist200_enter"": 101.2, ""dist200_exit"": 99.8, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.1, ""tp10_cap"": 0.96, ""tp10_trigger"": 0.11, ""vol_threshold"": 0.058}",True
A/coarse/0021,A,0.3971461836118457,0.3678631338859115,-0.39893056653812176,-0.5260394490308589,0.4099571710949148,0.28148097518340465,0.6866106877253164,False,3477173360.429657,112.1,3673,"{""dist200_enter"": 101.2, ""dist200_exit"": 99.8, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.12, ""tp10_cap"": 0.94, ""tp10_trigger"": 0.09, ""vol_threshold"": 0.058}",True
A/coarse/0022,A,0.4034001105507701,0.3740099897911151,-0.4031049406457873,-0.5306390964236523,0.4163518284851122,0.2871077427765829,0.6895796370613255,False,3708443862.327419,112.8,3673,"{""dist200_enter"": 101.2, ""dist200_exit"": 99.8, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.12, ""tp10_cap"": 0.96, ""tp10_trigger"": 0.09, ""vol_threshold"": 0.058}",True
A/coarse/0023,A,0.3967315088322203,0.36752103373678247,-0.3990685139132837,-0.5261557125337463,0.4101576940767375,0.279988189758019,0.6826354687512828,False,3455641669.432322,112.1,3673,"{""dist200_enter"": 101.2, ""dist200_exit"": 99.8, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.12, ""tp10_cap"": 0.94, ""tp10_trigger"": 0.11, ""vol_threshold"": 0.058}",True
A/coarse/0024,A,0.4031191306191477,0.37377781264398235,-0.40319502704016774,-0.5307139876938309,0.4164843698884124,0.28610208509918045,0.6869455513440638,False,3692975976.448964,112.8,3673,"{""dist200_enter"": 101.2, ""dist200_exit"": 99.8, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.12, ""tp10_cap"": 0.96, ""tp10_trigger"": 0.11, ""vol_threshold"": 0.058}",True
A/coarse/0025,A,0.39984721689293035,0.3704997006502462,-0.39893056653812176,-0.5260394490308589,0.40841126746686074,0.2930368418946683,0.7175043032289647,True,3577274950.2094173,113.9,3673,"{""dist200_enter"": 101.2, ""dist200_exit"": 100.0, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.1, ""tp10_cap"": 0.94, ""tp10_trigger"": 0.09, ""vol_threshold"": 0.058}",True
A/coarse/0026,A,0.40627582101981896,0.3768177300404214,-0.4031049406457873,-0.5306390964236523,0.41479700235468986,0.2992195165057483,0.7213637389064058,True,3821622930.369771,114.60000000000001,3673,"{""dist200_enter"": 101.2, ""dist200_exit"": 100.0, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.1, ""tp10_cap"": 0.96, ""tp10_trigger"": 0.09, ""vol_threshold"": 0.058}",True
A/coarse/0027,A,0.39942613786900094,0.3701514168421487,-0.3990685139132837,-0.5261557125337463,0.40861098287395325,0.2915144947656463,0.7134279473236077,True,3554922140.634767,113.9,3673,"{""dist200_enter"": 101.2, ""dist200_exit"": 100.0, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.1, ""tp10_cap"": 0.94, ""tp10_trigger"": 0.11, ""vol_threshold"": 0.058}",True
A/coarse/0028,A,0.4059903926838153,0.3765812602591281,-0.40319502704016774,-0.5307139876938309,0.41492900593296356,0.2981932326819814,0.718660851418418,True,3805534642.1683292,114.60000000000001,3673,"{""dist200_enter"": 101.2, ""dist200_exit"": 100.0, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.1, ""tp10_cap"": 0.96, ""tp10_trigger"": 0.11, ""vol_threshold"": 0.058}",True
A/coarse/0029,A,0.3960661839995494,0.3668089693138994,-0.39893056653812176,-0.5260394490308589,0.40841126746686074,0.28146722668350876,0.6891759584138984,False,3437877207.144595,113.9,3673,"{""dist200_enter"": 101.2, ""dist200_exit"": 100.0, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.12, ""tp10_cap"": 0.94, ""tp10_trigger"": 0.09, ""vol_threshold"": 0.058}",True
A/coarse/0030,A,0.40231437892508004,0.37294997717312306,-0.4031049406457873,-0.5306390964236523,0.41479700235468986,0.2870945538301586,0.692132662966224,False,3666524528.085267,114.60000000000001,3673,"{""dist200_enter"": 101.2, ""dist200_exit"": 100.0, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.12, ""tp10_cap"": 0.96, ""tp10_trigger"": 0.09, ""vol_threshold"": 0.058}",True
A/coarse/0031,A,0.3956514004988083,0.366466736254641,-0.3990685139132837,-0.5261557125337463,0.40861098287395325,0.2799744634475787,0.6851858495784587,False,3416570307.198436,113.9,3673,"{""dist200_enter"": 101.2, ""dist200_exit"": 100.0, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.12, ""tp10_cap"": 0.94, ""tp10_trigger"": 0.11, ""vol_threshold"": 0.058}",True
A/coarse/0032,A,0.40203332991981244,0.3727177136826456,-0.40319502704016774,-0.5307139876938309,0.41492900593296356,0.28608890833922085,0.6894888143477772,False,3651218452.455022,114.60000000000001,3673,"{""dist200_enter"": 101.2, ""dist200_exit"": 100.0, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.12, ""tp10_cap"": 0.96, ""tp10_trigger"": 0.11, ""vol_threshold"": 0.058}",True
A/coarse/0033,A,0.41020572809399836,0.38061575875703135,-0.4021965525777491,-0.5314266367449264,0.41753611919178524,0.3053338653532487,0.7312753348004388,True,3986030820.130329,98.0,3673,"{""dist200_enter"": 100.8, ""dist200_exit"": 99.8, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.1, ""tp10_cap"": 0.94, ""tp10_trigger"": 0.09, ""vol_threshold"": 0.06}",True
A/coarse/0034,A,0.41647758166551774,0.3867827987467296,-0.4063809464296113,-0.5360045551585596,0.4241463203772231,0.3105592717300907,0.7321984343843617,True,4249061636.105982,98.7,3673,"{""dist200_enter"": 100.8, ""dist200_exit"": 99.8, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.1, ""tp10_cap"": 0.96, ""tp10_trigger"": 0.09, ""vol_threshold"": 0.06}",True
A/coarse/0035,A,0.40994316535605746,0.3804225167957833,-0.4024199999715258,-0.531692913084196,0.4179660395346363,0.30380223853473254,0.7268586674481644,True,3967829570.3497477,98.0,3673,"{""dist200_enter"": 100.8, ""dist200_exit"": 99.8, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.1, ""tp10_cap"": 0.94, ""tp10_trigger"": 0.11, ""vol_threshold"": 0.06}",True
A/coarse/0036,A,0.4162983390369388,0.3866502133241807,-0.40652664205338074,-0.5361764332288451,0.42443265524277196,0.3095273233089235,0.729273111966082,True,4235944081.0027537,98.7,3673,"{""dist200_enter"": 100.8, ""dist200_exit"": 99.8, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.1, ""tp10_cap"": 0.96, ""tp10_trigger"": 0.11, ""vol_threshold"": 0.06}",True
A/coarse/0037,A,0.4063959134031718,0.37689599699793397,-0.4021965525777491,-0.5314266367449264,0.41753611919178524,0.2936486215868275,0.703289148146599,True,3830786428.3440065,98.0,3673,"{""dist200_enter"": 100.8, ""dist200_exit"": 99.8, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.12, ""tp10_cap"": 0.94, ""tp10_trigger"": 0.09, ""vol_threshold"": 0.06}",True
A/coarse/0038,A,0.41248663051516177,0.3828853470936946,-0.4063809464296113,-0.5360045551585596,0.4241463203772231,0.2983231456805915,0.7033496021261525,True,4076697495.2656384,98.7,3673,"{""dist200_enter"": 100.8, ""dist200_exit"": 99.8, ""overheat1_enter"": 139.0, ""overheat2_enter"": 146.0, ""overheat3_enter"": 149.0, ""overheat4_enter"": 151.0, ""slope_thr"": 0.12, ""tp10_cap"": 0.96, ""tp10_trigger"": 0.09, ""vol_threshold"": 0.06}",True
